RouteNo,CollDay,DistrictID,Address,ContaminationType,RouteID,WeekNum,Area,Date
AR-7,Wed,206,15212 W Otesgo St  ,E,8,5,East Valley,
AR-7,Wed,206,15216 W Valleyheart Dr  ,Q,8,5,East Valley,
AR-7,Wed,206,15227 W Hesby St  ,E,8,5,East Valley,
AR-7,Wed,206,4900 N Saloma Av  ,E,8,5,East Valley,
AR-7,Wed,206,4900 N Saloma Av  ,Q,8,5,East Valley,
AR-7,Wed,206,5026 N  Noble Av  ,N,8,5,East Valley,
AR-7,Wed,206,5039 N Noble Av  ,O,8,5,East Valley,
AR-7,Wed,206,5133 N Vesper Av  ,J,8,5,East Valley,
AR-7,Wed,206,14940  Hartsook St  ,D,8,6,East Valley,
AR-7,Wed,206,14940  Hartsook St  ,O,8,6,East Valley,
AR-7,Wed,206,14944  Hartsook St  ,J,8,6,East Valley,
AR-7,Wed,206,14944  Ostego St  ,J,8,6,East Valley,
AR-7,Wed,206,14953  Valleyheart Dr  ,E,8,6,East Valley,
AR-7,Wed,206,14955  Ostego St  ,D,8,6,East Valley,
AR-7,Wed,206,15024  Hartsook St  ,C,8,6,East Valley,
AR-7,Wed,206,15024  Hartsook St  ,I,8,6,East Valley,
AR-7,Wed,206,15127  Valleyheart Dr  ,D,8,6,East Valley,
AR-7,Wed,206,15162  Columbus Av  ,J,8,6,East Valley,
AR-7,Wed,206,15220  Valleyheart Dr  ,E,8,6,East Valley,
AR-7,Wed,206,15220  Valleyheart Dr  ,H,8,6,East Valley,
AR-7,Wed,206,15222  Hartsook St  ,D,8,6,East Valley,
AR-7,Wed,206,15233  Hartsook St  ,D,8,6,East Valley,
AR-7,Wed,206,5012  Noble Av  ,C,8,6,East Valley,
AR-7,Wed,206,14722  Addison St  ,Q,8,7,East Valley,
AR-7,Wed,206,14833  Ostego St  ,D,8,7,East Valley,
AR-7,Wed,206,14833  Ostego St  ,E,8,7,East Valley,
AR-7,Wed,206,14950  Ostego St  ,N,8,7,East Valley,
AR-7,Wed,206,15128  Hartsook St  ,Q,8,7,East Valley,
AR-7,Wed,206,15137 W Hesby St  ,J,8,7,East Valley,
AR-7,Wed,206,15147  Hartsook St  ,D,8,7,East Valley,
AR-7,Wed,206,15162 N Columbus Av  ,J,8,7,East Valley,
AR-7,Wed,206,15203 W Ostego St  ,J,8,7,East Valley,
AR-7,Wed,206,15203 W Ostego St  ,P,8,7,East Valley,
AR-7,Wed,206,15233  Hartsook St  ,N,8,7,East Valley,
AR-7,Wed,206,4914 N Norwich Av  ,D,8,7,East Valley,
AR-7,Wed,206,5012 N Noble Av  ,D,8,7,East Valley,
AR-7,Wed,206,5012 N Noble Av  ,J,8,7,East Valley,
AR-7,Wed,206,5029 N Loma Av  ,J,8,7,East Valley,
AR-7,Wed,206,5117  Tobias Av  ,D,8,7,East Valley,
AR-7,Wed,206,5117  Tobias Av  ,E,8,7,East Valley,
AR-7,Wed,206,5136 N Noble Av  ,D,8,7,East Valley,
AR-7,Thu,206,13335  Magnolia Bl  ,E,9,1,East Valley,
AR-7,Thu,206,13350  Weddington St  ,O,9,1,East Valley,
AR-7,Thu,206,13414  Cumpston St  ,D,9,1,East Valley,
AR-7,Thu,206,13420  Magnolia Bl  ,D,9,1,East Valley,
AR-7,Thu,206,13825  Weddington St  ,J,9,1,East Valley,
AR-7,Thu,206,13835 W Magnolia Bl  ,J,9,1,East Valley,
AR-7,Thu,206,13928 W Chandler Bl  ,Q,9,1,East Valley,
AR-7,Thu,206,13938  Albers St  ,I,9,1,East Valley,
AR-7,Thu,206,5242  Buffalo Av  ,C,9,1,East Valley,
AR-7,Thu,206,5345 N Hazeltine Av  ,H,9,1,East Valley,
AR-7,Thu,206,5449 N Hazeltine Av  ,J,9,1,East Valley,
AR-7,Thu,206,5529 N Ranchito Av  ,J,9,1,East Valley,
AR-7,Thu,206,13357  Magnolia Bl  ,J,9,2,East Valley,
AR-7,Thu,206,13453  Weddington St  ,D,9,2,East Valley,
AR-7,Thu,206,13825 W Weddington St  ,J,9,2,East Valley,
AR-7,Thu,206,13918 W Chandler Bl  ,E,9,2,East Valley,
AR-7,Thu,206,13954 W Cumpston St  ,D,9,2,East Valley,
AR-7,Thu,206,5504 N Allott Av  ,J,9,2,East Valley,
AR-7,Thu,206,13333  Chandler Bl  ,B,9,3,East Valley,
AR-7,Thu,206,13431  Weddington St  ,J,9,3,East Valley,
AR-7,Thu,206,13439 W Magnolia Bl  ,E,9,3,East Valley,
AR-7,Thu,206,13439 W Magnolia Bl  ,H,9,3,East Valley,
AR-7,Thu,206,13448  Margate St  ,D,9,3,East Valley,
AR-7,Thu,206,13470  Margate St  ,J,9,3,East Valley,
AR-7,Thu,206,13918 W Weddington St  ,J,9,3,East Valley,
AR-7,Thu,206,13929 W Chandler Bl  ,J,9,3,East Valley,
AR-7,Thu,206,5250  Alott Av  ,H,9,3,East Valley,
AR-7,Thu,206,13439  Magnolia Bl  ,D,9,4,East Valley,
AR-7,Thu,206,13439  Magnolia Bl  ,E,9,4,East Valley,
AR-7,Thu,206,13749 W Weddington St  ,C,9,4,East Valley,
AR-7,Thu,206,13825 W Weddington St  ,E,9,4,East Valley,
AR-7,Thu,206,13828 W Weddington St  ,J,9,4,East Valley,
AR-7,Thu,206,13839  Cumpston St  ,J,9,4,East Valley,
AR-7,Thu,206,13859  Magnolia Bl  ,Q,9,4,East Valley,
AR-7,Thu,206,13954  Cumpston St  ,J,9,4,East Valley,
AR-7,Thu,206,13956 W Weddington St  ,E,9,4,East Valley,
AR-7,Thu,206,5323  Allott Av  ,J,9,4,East Valley,
AR-7,Thu,206,5500  Colbath Av  ,D,9,4,East Valley,
AR-7,Thu,206,5500  Colbath Av  ,E,9,4,East Valley,
AR-7,Thu,206,5538  Cantaloupe Av  ,E,9,4,East Valley,
AR-7,Thu,206,13439  Magnolia Bl  ,D,9,5,East Valley,
AR-7,Thu,206,13439  Magnolia Bl  ,Q,9,5,East Valley,
AR-7,Thu,206,13470  Weddington St  ,G,9,5,East Valley,
AR-7,Thu,206,13523  Chandler Bl  ,N,9,5,East Valley,
AR-7,Thu,206,13847 W Chandler Bl  ,E,9,5,East Valley,
AR-7,Thu,206,13928  Albers St  ,J,9,5,East Valley,
AR-7,Thu,206,14054 W Chandler Bl  ,E,9,5,East Valley,
AR-7,Thu,206,14054 W Chandler Bl  ,I,9,5,East Valley,
AR-7,Thu,206,5226  Woodman Av  ,J,9,5,East Valley,
AR-7,Thu,206,5454 N Buffalo Av  ,E,9,5,East Valley,
AR-7,Thu,206,5534  Calbath Av  ,D,9,5,East Valley,
AR-7,Thu,206,5550  Calbath Av  ,D,9,5,East Valley,
AR-7,Thu,206,13413  Chandler Bl  ,D,9,6,East Valley,
AR-7,Thu,206,13413  Chandler Bl  ,E,9,6,East Valley,
AR-7,Thu,206,13436  Weddington St  ,D,9,6,East Valley,
AR-7,Thu,206,13436  Weddington St  ,E,9,6,East Valley,
AR-7,Thu,206,13439  Magnolia Bl  ,O,9,6,East Valley,
AR-7,Thu,206,13439  Magnolia Bl  ,Q,9,6,East Valley,
AR-7,Thu,206,13723  Magnolia Bl  ,J,9,6,East Valley,
AR-7,Thu,206,13723  Magnolia Bl  ,O,9,6,East Valley,
AR-7,Thu,206,13728  Chandler Bl  ,E,9,6,East Valley,
AR-7,Thu,206,13825  Weddington St  ,Q,9,6,East Valley,
AR-7,Thu,206,13918  Weddington St  ,D,9,6,East Valley,
AR-7,Thu,206,13918  Weddington St  ,O,9,6,East Valley,
AR-7,Thu,206,13918  Weddington St  ,Q,9,6,East Valley,
AR-7,Thu,206,5218  Allott Av  ,J,9,6,East Valley,
AR-7,Thu,206,5241  Sunnyslope Av  ,E,9,6,East Valley,
AR-7,Thu,206,5504  Allott Av  ,J,9,6,East Valley,
AR-7,Thu,206,5505  Sunnyslope Av  ,J,9,6,East Valley,
AR-7,Thu,206,5533  Matilija Av  ,J,9,6,East Valley,
AR-7,Thu,206,5534  Cantaloupe Av  ,J,9,6,East Valley,
AR-7,Thu,206,5540  Colbath Av  ,E,9,6,East Valley,
AR-7,Thu,206,13439  Magnolia Bl  ,Q,9,7,East Valley,
AR-7,Thu,206,13451  Albers St  ,J,9,7,East Valley,
AR-7,Thu,206,13451  Albers St  ,N,9,7,East Valley,
AR-7,Thu,206,13463  Chandler Bl  ,D,9,7,East Valley,
AR-7,Thu,206,13740  Albers St  ,E,9,7,East Valley,
AR-7,Thu,206,13813  Chandler Bl  ,N,9,7,East Valley,
AR-7,Thu,206,13825  Weddington St  ,J,9,7,East Valley,
AR-7,Thu,206,13835  Magnolia Bl  ,J,9,7,East Valley,
AR-7,Thu,206,13929  Weddington St  ,J,9,7,East Valley,
AR-7,Thu,206,13929  Weddington St  ,Q,9,7,East Valley,
AR-7,Thu,206,14012  Chandler Bl  ,J,9,7,East Valley,
AR-7,Thu,206,5505  Sunnyslope Av  ,O,9,7,East Valley,
AR-7,Fri,206,10047  Bartee Av  ,D,10,1,East Valley,
AR-7,Fri,206,10062  Arleta Av  ,D,10,1,East Valley,
AR-7,Fri,206,10062  Arleta Av  ,E,10,1,East Valley,
AR-7,Fri,206,10066  Lev Av  ,H,10,1,East Valley,
AR-7,Fri,206,10066  Vena Av  ,J,10,1,East Valley,
AR-7,Fri,206,10106  Lev Av  ,D,10,1,East Valley,
AR-7,Fri,206,10232  Vena Av  ,E,10,1,East Valley,
AR-7,Fri,206,13301  Kamloops St  ,K,10,1,East Valley,
AR-7,Fri,206,13307  Kamloops St  ,G,10,1,East Valley,
AR-7,Fri,206,13308  Bonanza St  ,J,10,1,East Valley,
AR-7,Fri,206,13310  Kagel Canyon St  ,H,10,1,East Valley,
AR-7,Fri,206,13354  Kagel Canyon St  ,C,10,1,East Valley,
AR-7,Fri,206,13370  Sunburst St  ,D,10,1,East Valley,
AR-7,Fri,206,13427  Wingo St  ,D,10,1,East Valley,
AR-7,Fri,206,13580  Glamis St  ,D,10,1,East Valley,
AR-7,Fri,206,13634  Kagel Canyon St  ,C,10,1,East Valley,
AR-7,Fri,206,13842  Carl St  ,G,10,1,East Valley,
AR-7,Fri,206,13903  Starwin Av  ,D,10,1,East Valley,
AR-7,Fri,206,13929  Jouett St  ,A,10,1,East Valley,
AR-7,Fri,206,13961  Bartee Av  ,D,10,1,East Valley,
AR-7,Fri,206,9622  Arleta Av  ,N,10,1,East Valley,
AR-7,Fri,206,9627  Vena Av  ,D,10,1,East Valley,
AR-7,Fri,206,9631  Arleta Av  ,D,10,1,East Valley,
AR-7,Fri,206,9631  Arleta Av  ,I,10,1,East Valley,
AR-7,Fri,206,9663  Arleta Av  ,G,10,1,East Valley,
AR-7,Fri,206,9663  Arleta Av  ,J,10,1,East Valley,
AR-7,Fri,206,9727  Arleta Av  ,E,10,1,East Valley,
AR-7,Fri,206,9739  Sharp Av  ,D,10,1,East Valley,
AR-7,Fri,206,9745  Arleta Av  ,D,10,1,East Valley,
AR-7,Fri,206,9745  Arleta Av  ,O,10,1,East Valley,
AR-7,Fri,206,9791  Terra Bella St  ,G,10,1,East Valley,
AR-7,Fri,206,9807  Sharp Av  ,E,10,1,East Valley,
AR-7,Fri,206,10051  Vena Av  ,D,10,2,East Valley,
AR-7,Fri,206,10133  Vena Av  ,E,10,2,East Valley,
AR-7,Fri,206,10250  Bartee Av  ,J,10,2,East Valley,
AR-7,Fri,206,13354  Kagel Canyon St  ,C,10,2,East Valley,
AR-7,Fri,206,13903  Pierce St  ,D,10,2,East Valley,
AR-7,Fri,206,9664  Vena Av  ,E,10,2,East Valley,
AR-7,Fri,206,9930  Bartee Av  ,D,10,2,East Valley,
AR-7,Fri,206,9952  Arleta Av  ,D,10,2,East Valley,
AR-7,Fri,206,9972  Lev Av  ,D,10,2,East Valley,
AR-7,Fri,206,10012  Bartee Av  ,J,10,3,East Valley,
AR-7,Fri,206,10013  Lev Av  ,E,10,3,East Valley,
AR-7,Fri,206,10053  Bartee Av  ,D,10,3,East Valley,
AR-7,Fri,206,10122  Bartee Av  ,D,10,3,East Valley,
AR-7,Fri,206,10122  Bartee Av  ,E,10,3,East Valley,
AR-7,Fri,206,10122  Bartee Av  ,J,10,3,East Valley,
AR-7,Fri,206,10208  Bartee Av  ,E,10,3,East Valley,
AR-7,Fri,206,10212  Lev Av  ,G,10,3,East Valley,
AR-7,Fri,206,10212  Lev Av  ,O,10,3,East Valley,
AR-7,Fri,206,10215  Vena Av  ,D,10,3,East Valley,
AR-7,Fri,206,10215  Vena Av  ,J,10,3,East Valley,
AR-7,Fri,206,10228  Vena Av  ,E,10,3,East Valley,
AR-7,Fri,206,10250  Bartee Av  ,J,10,3,East Valley,
AR-7,Fri,206,13474 W Goleta St  ,D,10,3,East Valley,
AR-7,Fri,206,13965  Carl St  ,J,10,3,East Valley,
AR-7,Fri,206,9610  Arleta Av  ,D,10,3,East Valley,
AR-7,Fri,206,9767  Arleta Av  ,D,10,3,East Valley,
AR-7,Fri,206,9791  Terra Bella St  ,J,10,3,East Valley,
AR-7,Fri,206,9845  Lev Av  ,I,10,3,East Valley,
AR-7,Fri,206,9847  Sharp Av  ,I,10,3,East Valley,
AR-7,Fri,206,9850  Arleta Av  ,N,10,3,East Valley,
AR-7,Fri,206,9854  Arleta Av  ,D,10,3,East Valley,
AR-7,Fri,206,9891  Stanwin Av  ,J,10,3,East Valley,
AR-7,Fri,206,9933  Lev Av  ,D,10,3,East Valley,
AR-7,Fri,206,9962  Arleta Av  ,I,10,3,East Valley,
AR-7,Fri,206,10038  Lev Av  ,J,10,4,East Valley,
AR-7,Fri,206,10063  Lev Av  ,Q,10,4,East Valley,
AR-7,Fri,206,10113  Lev Av  ,D,10,4,East Valley,
AR-7,Fri,206,10215  Vena Av  ,J,10,4,East Valley,
AR-7,Fri,206,13304  Kelowna St  ,J,10,4,East Valley,
AR-7,Fri,206,13370  Sunburst St  ,E,10,4,East Valley,
AR-7,Fri,206,13532  Goleta St  ,D,10,4,East Valley,
AR-7,Fri,206,13641  Sharp Av  ,C,10,4,East Valley,
AR-7,Fri,206,13788  Terra Bella St  ,J,10,4,East Valley,
AR-7,Fri,206,13901  Pierce St  ,D,10,4,East Valley,
AR-7,Fri,206,13901  Pierce St  ,G,10,4,East Valley,
AR-7,Fri,206,9580  Bartee Av  ,J,10,4,East Valley,
AR-7,Fri,206,9607  Stanwin Av  ,D,10,4,East Valley,
AR-7,Fri,206,9622  Stanwin Av  ,C,10,4,East Valley,
AR-7,Fri,206,9622  Stanwin Av  ,D,10,4,East Valley,
AR-7,Fri,206,9634  Stanwin Av  ,D,10,4,East Valley,
AR-7,Fri,206,9635  Stanwin Av  ,D,10,4,East Valley,
AR-7,Fri,206,9743  Arleta Av  ,E,10,4,East Valley,
AR-7,Fri,206,9745  Arleta Av  ,D,10,4,East Valley,
AR-7,Fri,206,9771  Sharp St  ,I,10,4,East Valley,
AR-7,Fri,206,9808 N Vena Av  ,E,10,4,East Valley,
AR-7,Fri,206,9808 N Vena Av  ,Q,10,4,East Valley,
AR-7,Fri,206,9928  Arleta Av  ,D,10,4,East Valley,
AR-7,Fri,206,9962  Arleta Av  ,D,10,4,East Valley,
AR-7,Fri,206,10008  Arleta Av  ,N,10,5,East Valley,
AR-7,Fri,206,10052  Bartee Av  ,D,10,5,East Valley,
AR-7,Fri,206,10055  Arleta Av  ,C,10,5,East Valley,
AR-7,Fri,206,10154  Lev Av  ,E,10,5,East Valley,
AR-7,Fri,206,10185  Sharp Av  ,E,10,5,East Valley,
AR-7,Fri,206,10209  Bartee Av  ,D,10,5,East Valley,
AR-7,Fri,206,10209  Bartee Av  ,I,10,5,East Valley,
AR-7,Fri,206,13289  Sunburst St  ,N,10,5,East Valley,
AR-7,Fri,206,13334  Wingo St  ,N,10,5,East Valley,
AR-7,Fri,206,13350  Kagel Canyon St  ,D,10,5,East Valley,
AR-7,Fri,206,13350  Kagel Canyon St  ,J,10,5,East Valley,
AR-7,Fri,206,13354  Kagel Canyon St  ,C,10,5,East Valley,
AR-7,Fri,206,13455  Kagel Canyon St  ,N,10,5,East Valley,
AR-7,Fri,206,13788  Tera Bella St  ,E,10,5,East Valley,
AR-7,Fri,206,13967  Van Nuys Bl  ,D,10,5,East Valley,
AR-7,Fri,206,13967  Van Nuys Bl  ,I,10,5,East Valley,
AR-7,Fri,206,9577  Lev Av  ,Q,10,5,East Valley,
AR-7,Fri,206,9601  Bartee Av  ,E,10,5,East Valley,
AR-7,Fri,206,9606  Lev Av  ,E,10,5,East Valley,
AR-7,Fri,206,9764  Lev Av  ,D,10,5,East Valley,
AR-7,Fri,206,9949  Bartee Av  ,E,10,5,East Valley,
AR-7,Fri,206,10012  Bartee Av  ,J,10,6,East Valley,
AR-7,Fri,206,10018  Lev Av  ,J,10,6,East Valley,
AR-7,Fri,206,10041  Arleta Av  ,D,10,6,East Valley,
AR-7,Fri,206,10041  Arleta Av  ,E,10,6,East Valley,
AR-7,Fri,206,10041  Arleta Av  ,H,10,6,East Valley,
AR-7,Fri,206,10102  Lev Av  ,H,10,6,East Valley,
AR-7,Fri,206,10122  Bartee Av  ,J,10,6,East Valley,
AR-7,Fri,206,10146  Bartee Av  ,H,10,6,East Valley,
AR-7,Fri,206,10151  Sharp Av  ,J,10,6,East Valley,
AR-7,Fri,206,10151  Sharp Av  ,K,10,6,East Valley,
AR-7,Fri,206,10159  Vena Av  ,N,10,6,East Valley,
AR-7,Fri,206,10166  Vena Av  ,J,10,6,East Valley,
AR-7,Fri,206,10175  Bartee Av  ,J,10,6,East Valley,
AR-7,Fri,206,10229  Vena Av  ,G,10,6,East Valley,
AR-7,Fri,206,10240  Bartee Av  ,E,10,6,East Valley,
AR-7,Fri,206,10250  Bartee Av  ,J,10,6,East Valley,
AR-7,Fri,206,13967  Van Nuys Bl  ,D,10,6,East Valley,
AR-7,Fri,206,13967  Van Nuys Bl  ,J,10,6,East Valley,
AR-7,Fri,206,9571  Stanwin Av  ,E,10,6,East Valley,
AR-7,Fri,206,9727  Arleta Av  ,D,10,6,East Valley,
AR-7,Fri,206,9777  Sharp Av  ,D,10,6,East Valley,
AR-7,Fri,206,9850  Arleta Av  ,D,10,6,East Valley,
AR-7,Fri,206,9861  Sharp Av  ,E,10,6,East Valley,
AR-7,Fri,206,9962  Arleta Av  ,D,10,6,East Valley,
AR-7,Fri,206,9978  Arleta Av  ,D,10,6,East Valley,
AR-7,Fri,206,9978  Arleta Av  ,E,10,6,East Valley,
AR-7,Fri,206,10012  Bartee Av  ,J,10,7,East Valley,
AR-7,Fri,206,10250  Bartee Av  ,J,10,7,East Valley,
AR-7,Fri,206,13487  Kagel Canyon St  ,J,10,7,East Valley,
AR-7,Fri,206,13581  Glamis St  ,D,10,7,East Valley,
AR-7,Fri,206,13581  Glamis St  ,E,10,7,East Valley,
AR-7,Fri,206,14002  Lev Av  ,C,10,7,East Valley,
AR-7,Fri,206,9628  Stanwin Av  ,E,10,7,East Valley,
AR-7,Fri,206,9653  Arleta Av  ,D,10,7,East Valley,
AR-7,Fri,206,9767  Arleta Av  ,O,10,7,East Valley,
AR-7,Fri,206,9767  Arleta Av  ,Q,10,7,East Valley,
AR-7,Fri,206,9818  Vena Av  ,D,10,7,East Valley,
AR-7,Fri,206,9846  Lev Av  ,D,10,7,East Valley,
AR-7,Fri,206,9847  Sharp Av  ,C,10,7,East Valley,
AR-7,Fri,206,9847  Sharp Av  ,E,10,7,East Valley,
AR-7,Fri,206,9847  Sharp Av  ,I,10,7,East Valley,
AR-7,Fri,206,9873  Bartee Av  ,G,10,7,East Valley,
AR-7,Fri,206,9873  Bartee Av  ,J,10,7,East Valley,
AR-7,Fri,206,9905  Lev Av  ,D,10,7,East Valley,
AR-7,Fri,206,9982  Arleta Av  ,D,10,7,East Valley,
AR-7,Fri,206,9982  Arleta Av  ,O,10,7,East Valley,
AR-13,Mon,206,10035  Marcus Av  ,I,11,1,East Valley,
AR-13,Mon,206,10063 N Tujunga Canyon Bl  ,D,11,1,East Valley,
AR-13,Mon,206,10116 N Tujunga Canyon Bl  ,G,11,1,East Valley,
AR-13,Mon,206,6819  St. Estaban St  ,Q,11,1,East Valley,
AR-13,Mon,206,6851  St. Estaban St  ,N,11,1,East Valley,
AR-13,Mon,206,6864  Foothill Bl  ,D,11,1,East Valley,
AR-13,Mon,206,6864  Foothill Bl  ,E,11,1,East Valley,
AR-13,Mon,206,6907  Greeley St  ,E,11,1,East Valley,
AR-13,Mon,206,6910  Greeley St  ,I,11,1,East Valley,
AR-13,Mon,206,6911  St. Estaban St  ,J,11,1,East Valley,
AR-13,Mon,206,7013  Foothill Bl  ,E,11,1,East Valley,
AR-13,Mon,206,7015  Shadygrove St  ,C,11,1,East Valley,
AR-13,Mon,206,7023  Greeley St  # 1,E,11,1,East Valley,
AR-13,Mon,206,7023  Greeley St  # 1,N,11,1,East Valley,
AR-13,Mon,206,7056  Foothill Bl  ,D,11,1,East Valley,
AR-13,Mon,206,7056  Foothill Bl  ,E,11,1,East Valley,
AR-13,Mon,206,7274  Valaho Dr  ,K,11,1,East Valley,
AR-13,Mon,206,9257 N Lashell Dr  ,D,11,1,East Valley,
AR-13,Mon,206,9323 N Wexford Dr  ,I,11,1,East Valley,
AR-13,Mon,206,9419 N Cordero Av  ,N,11,1,East Valley,
AR-13,Mon,206,9420 N Glory Av  ,N,11,1,East Valley,
AR-13,Mon,206,9500 N Glory Av  ,E,11,1,East Valley,
AR-13,Mon,206,9500 N Glory Av  ,N,11,1,East Valley,
AR-13,Mon,206,9809 N Samoa Av  ,J,11,1,East Valley,
AR-13,Mon,206,9809 N Samoa Av  ,K,11,1,East Valley,
AR-13,Mon,206,9942  Pinewood Av  ,E,11,1,East Valley,
AR-13,Mon,206,9942  Pinewood Av  ,N,11,1,East Valley,
AR-13,Mon,206,9989 N Tujunga Canyon Bl  ,I,11,1,East Valley,
AR-13,Mon,206,10023  Silverton Av  ,D,11,3,East Valley,
AR-13,Mon,206,10064  Mountair Av  ,C,11,3,East Valley,
AR-13,Mon,206,10068  Tujunga Canyon Bl  ,D,11,3,East Valley,
AR-13,Mon,206,6838  Quinton Ln  ,D,11,3,East Valley,
AR-13,Mon,206,6838  Quinton Ln  ,N,11,3,East Valley,
AR-13,Mon,206,6841  Greeley St  ,J,11,3,East Valley,
AR-13,Mon,206,6841  Greeley St  ,Q,11,3,East Valley,
AR-13,Mon,206,6943  Greeley St  ,G,11,3,East Valley,
AR-13,Mon,206,7121  Shadygrove St  ,D,11,3,East Valley,
AR-13,Mon,206,9249  Shell Dr  ,J,11,3,East Valley,
AR-13,Mon,206,9424  Charrick Dr  ,D,11,3,East Valley,
AR-13,Mon,206,9985  Tujunga Canyon Bl  ,E,11,3,East Valley,
AR-13,Mon,206,10012 N Samoa Av  ,D,11,4,East Valley,
AR-13,Mon,206,10012 N Samoa Av  ,G,11,4,East Valley,
AR-13,Mon,206,10012 N Samoa Av  ,Q,11,4,East Valley,
AR-13,Mon,206,10019 N Tujunga Canyon Bl  ,C,11,4,East Valley,
AR-13,Mon,206,6845 W Quinton Ln  ,A,11,4,East Valley,
AR-13,Mon,206,7011  Greeley St  ,I,11,4,East Valley,
AR-13,Mon,206,7015  Shadygrove St  ,I,11,4,East Valley,
AR-13,Mon,206,7020 W Foothill Bl  ,C,11,4,East Valley,
AR-13,Mon,206,7118  Greeley St  ,E,11,4,East Valley,
AR-13,Mon,206,7322  Valaho Dr  ,I,11,4,East Valley,
AR-13,Mon,206,9518  Hillhaven Av  ,D,11,4,East Valley,
AR-13,Mon,206,9518  Hillhaven Av  ,E,11,4,East Valley,
AR-13,Mon,206,9611  Hillhaven Av  ,E,11,4,East Valley,
AR-13,Mon,206,9829  Haines Canyon Av  ,Q,11,4,East Valley,
AR-13,Mon,206,10016 N Tujunga Canyon Bl  ,J,11,5,East Valley,
AR-13,Mon,206,10019 N Tujunga Canyon Bl  ,C,11,5,East Valley,
AR-13,Mon,206,10026  Marcus Av  ,E,11,5,East Valley,
AR-13,Mon,206,10026  Marcus Av  ,I,11,5,East Valley,
AR-13,Mon,206,10068 N Tujunga Canyon Bl  ,J,11,5,East Valley,
AR-13,Mon,206,10072 N Tujunga Canyon Bl  ,J,11,5,East Valley,
AR-13,Mon,206,10100 N Tujunga Canyon Bl  ,J,11,5,East Valley,
AR-13,Mon,206,10110 N Tujunga Canyon Bl  ,J,11,5,East Valley,
AR-13,Mon,206,10127 N Tujunga Canyon Bl  ,B,11,5,East Valley,
AR-13,Mon,206,6810  Greeley St  ,J,11,5,East Valley,
AR-13,Mon,206,6823  Greeley St  ,D,11,5,East Valley,
AR-13,Mon,206,6823  Greeley St  ,E,11,5,East Valley,
AR-13,Mon,206,7025  Greeley St  ,C,11,5,East Valley,
AR-13,Mon,206,7401  Foothill Bl  3/4,D,11,5,East Valley,
AR-13,Mon,206,7401  Foothill Bl  3/4,E,11,5,East Valley,
AR-13,Mon,206,9473  Reverie Rd  ,I,11,5,East Valley,
AR-13,Mon,206,9525 N Cordero Av  ,I,11,5,East Valley,
AR-13,Mon,206,9549 N Cordero Av  ,E,11,5,East Valley,
AR-13,Mon,206,9708  Hillhaven Av  ,D,11,5,East Valley,
AR-13,Mon,206,9985 N Tujunga Canyon Bl  ,E,11,5,East Valley,
AR-13,Mon,206,10019 N Tujunga Canyon Bl  ,K,11,6,East Valley,
AR-13,Mon,206,10023 N Silverton Av  ,J,11,6,East Valley,
AR-13,Mon,206,10037 N Tujunga Canyon Bl  ,H,11,6,East Valley,
AR-13,Mon,206,10068 N Tujunga Canyon Bl  ,J,11,6,East Valley,
AR-13,Mon,206,10096 N Tujunga Canyon Bl  ,E,11,6,East Valley,
AR-13,Mon,206,10096 N Tujunga Canyon Bl  ,H,11,6,East Valley,
AR-13,Mon,206,6588 W Elmhurst Dr  ,E,11,6,East Valley,
AR-13,Mon,206,6809  Quinton Ln  ,H,11,6,East Valley,
AR-13,Mon,206,6833 W Northford Dr  ,C,11,6,East Valley,
AR-13,Mon,206,6864  Foothill Bl  ,E,11,6,East Valley,
AR-13,Mon,206,6864  Foothill Bl  ,N,11,6,East Valley,
AR-13,Mon,206,6913  Shadygrove St  ,D,11,6,East Valley,
AR-13,Mon,206,7006  Foothill Bl  ,J,11,6,East Valley,
AR-13,Mon,206,7015  Greeley St  ,D,11,6,East Valley,
AR-13,Mon,206,7030  Greeley St  ,E,11,6,East Valley,
AR-13,Mon,206,7040  Greeley St  ,G,11,6,East Valley,
AR-13,Mon,206,7053  St.Estabah St  ,C,11,6,East Valley,
AR-13,Mon,206,7053  St.Estabah St  ,N,11,6,East Valley,
AR-13,Mon,206,7056  Foothill Bl  ,E,11,6,East Valley,
AR-13,Mon,206,7111  Greeley St  ,E,11,6,East Valley,
AR-13,Mon,206,7115  Greeley St  ,D,11,6,East Valley,
AR-13,Mon,206,7240 W Estepa Dr  ,D,11,6,East Valley,
AR-13,Mon,206,7240 W Estepa Dr  ,I,11,6,East Valley,
AR-13,Mon,206,7401  Foothill Bl  1/2,D,11,6,East Valley,
AR-13,Mon,206,7552  Valaho Dr  ,K,11,6,East Valley,
AR-13,Mon,206,9451  Hillhaven Av  ,D,11,6,East Valley,
AR-13,Mon,206,9741  Haines Canyon Av  ,E,11,6,East Valley,
AR-13,Mon,206,10019 N Tujunga Canyon Bl  ,E,11,7,East Valley,
AR-13,Mon,206,6846  St.Estaban St  ,Q,11,7,East Valley,
AR-13,Mon,206,6847  Haywood St  ,E,11,7,East Valley,
AR-13,Mon,206,6855  Haywood St  ,C,11,7,East Valley,
AR-13,Mon,206,6855  Haywood St  ,E,11,7,East Valley,
AR-13,Mon,206,6937  Estepa Dr  ,E,11,7,East Valley,
AR-13,Mon,206,7019  Greeley St  ,I,11,7,East Valley,
